Local time,Open,High,Low,Close,Volume
27.01.2020 15:30:00.000 GMT+0530,0.67759,0.67777,0.67705,0.67722,3799.99
27.01.2020 16:30:00.000 GMT+0530,0.67722,0.67740,0.67668,0.67695,2620.97
27.01.2020 17:30:00.000 GMT+0530,0.67695,0.67743,0.67658,0.67669,3445.3501
27.01.2020 18:30:00.000 GMT+0530,0.67669,0.67755,0.67641,0.67719,5265.3301
27.01.2020 19:30:00.000 GMT+0530,0.67720,0.67740,0.67653,0.67687,6729.6899
27.01.2020 20:30:00.000 GMT+0530,0.67689,0.67700,0.67548,0.67590,7462.1499
27.01.2020 21:30:00.000 GMT+0530,0.67589,0.67622,0.67530,0.67567,4499.4399
27.01.2020 22:30:00.000 GMT+0530,0.67567,0.67609,0.67518,0.67594,4037.76
27.01.2020 23:30:00.000 GMT+0530,0.67594,0.67624,0.67579,0.67579,2388.71
28.01.2020 00:30:00.000 GMT+0530,0.67580,0.67611,0.67568,0.67571,2184.9099
28.01.2020 01:30:00.000 GMT+0530,0.67570,0.67608,0.67563,0.67584,2391.25
28.01.2020 02:30:00.000 GMT+0530,0.67584,0.67605,0.67582,0.67600,1276.02
28.01.2020 03:30:00.000 GMT+0530,0.67600,0.67608,0.67574,0.67589,802.05
28.01.2020 04:30:00.000 GMT+0530,0.67589,0.67618,0.67574,0.67614,1928.08
28.01.2020 05:30:00.000 GMT+0530,0.67614,0.67614,0.67469,0.67481,4019.8501
28.01.2020 06:30:00.000 GMT+0530,0.67481,0.67595,0.67481,0.67524,5070.6602
28.01.2020 07:30:00.000 GMT+0530,0.67525,0.67577,0.67477,0.67561,3376.97
28.01.2020 08:30:00.000 GMT+0530,0.67560,0.67574,0.67511,0.67573,2797.51
28.01.2020 09:30:00.000 GMT+0530,0.67573,0.67622,0.67571,0.67605,2662.8601
28.01.2020 10:30:00.000 GMT+0530,0.67605,0.67647,0.67574,0.67631,2660.4099
28.01.2020 11:30:00.000 GMT+0530,0.67632,0.67632,0.67566,0.67605,2905.04
28.01.2020 12:30:00.000 GMT+0530,0.67604,0.67605,0.67536,0.67551,2159.29
28.01.2020 13:30:00.000 GMT+0530,0.67550,0.67559,0.67402,0.67424,4167.0698
28.01.2020 14:30:00.000 GMT+0530,0.67423,0.67488,0.67367,0.67467,5238.6099
28.01.2020 15:30:00.000 GMT+0530,0.67466,0.67497,0.67437,0.67445,3101.3101
28.01.2020 16:30:00.000 GMT+0530,0.67444,0.67516,0.67404,0.67512,2545.6799
28.01.2020 17:30:00.000 GMT+0530,0.67512,0.67553,0.67481,0.67541,4334
28.01.2020 18:30:00.000 GMT+0530,0.67541,0.67580,0.67511,0.67542,4035.7
28.01.2020 19:30:00.000 GMT+0530,0.67542,0.67569,0.67456,0.67507,5280.0498
28.01.2020 20:30:00.000 GMT+0530,0.67506,0.67575,0.67484,0.67517,4758.9199
28.01.2020 21:30:00.000 GMT+0530,0.67517,0.67541,0.67486,0.67521,2987.01
28.01.2020 22:30:00.000 GMT+0530,0.67521,0.67527,0.67468,0.67479,2080.9099
28.01.2020 23:30:00.000 GMT+0530,0.67479,0.67510,0.67471,0.67503,1344.1
29.01.2020 00:30:00.000 GMT+0530,0.67503,0.67529,0.67488,0.67511,1595.76
29.01.2020 01:30:00.000 GMT+0530,0.67509,0.67579,0.67509,0.67570,1605.75
29.01.2020 02:30:00.000 GMT+0530,0.67574,0.67632,0.67568,0.67612,1250.1
29.01.2020 03:30:00.000 GMT+0530,0.67612,0.67647,0.67581,0.67587,1619.26
29.01.2020 04:30:00.000 GMT+0530,0.67590,0.67664,0.67545,0.67636,3110.3601
29.01.2020 05:30:00.000 GMT+0530,0.67633,0.67724,0.67576,0.67693,4792.73
29.01.2020 06:30:00.000 GMT+0530,0.67693,0.67713,0.67626,0.67631,5424.8101
29.01.2020 07:30:00.000 GMT+0530,0.67631,0.67696,0.67617,0.67696,3241.8101
29.01.2020 08:30:00.000 GMT+0530,0.67696,0.67769,0.67680,0.67759,2683.8
29.01.2020 09:30:00.000 GMT+0530,0.67760,0.67760,0.67682,0.67731,2002.9399
29.01.2020 10:30:00.000 GMT+0530,0.67731,0.67741,0.67658,0.67703,2166.8999
29.01.2020 11:30:00.000 GMT+0530,0.67703,0.67708,0.67674,0.67680,1867.48
29.01.2020 12:30:00.000 GMT+0530,0.67680,0.67680,0.67551,0.67587,2318.52
29.01.2020 13:30:00.000 GMT+0530,0.67588,0.67620,0.67533,0.67576,4170.02
29.01.2020 14:30:00.000 GMT+0530,0.67577,0.67589,0.67509,0.67525,2804.99
29.01.2020 15:30:00.000 GMT+0530,0.67525,0.67551,0.67477,0.67508,2223
29.01.2020 16:30:00.000 GMT+0530,0.67507,0.67510,0.67449,0.67487,2517.3601
29.01.2020 17:30:00.000 GMT+0530,0.67487,0.67517,0.67453,0.67484,2958.1699
29.01.2020 18:30:00.000 GMT+0530,0.67485,0.67500,0.67423,0.67442,4556.02
29.01.2020 19:30:00.000 GMT+0530,0.67441,0.67495,0.67349,0.67399,4605.5498
29.01.2020 20:30:00.000 GMT+0530,0.67399,0.67459,0.67358,0.67401,6369.9502
29.01.2020 21:30:00.000 GMT+0530,0.67401,0.67471,0.67395,0.67438,3293.74
29.01.2020 22:30:00.000 GMT+0530,0.67438,0.67487,0.67413,0.67473,2304.8401
29.01.2020 23:30:00.000 GMT+0530,0.67472,0.67473,0.67414,0.67457,2207.72
30.01.2020 00:30:00.000 GMT+0530,0.67452,0.67626,0.67414,0.67596,3711.5701
30.01.2020 01:30:00.000 GMT+0530,0.67595,0.67620,0.67501,0.67510,3539.6399
30.01.2020 02:30:00.000 GMT+0530,0.67512,0.67536,0.67478,0.67535,1028.53
30.01.2020 03:30:00.000 GMT+0530,0.67525,0.67530,0.67468,0.67473,2599.1799
30.01.2020 04:30:00.000 GMT+0530,0.67471,0.67547,0.67471,0.67530,2279.6001
30.01.2020 05:30:00.000 GMT+0530,0.67529,0.67531,0.67406,0.67408,4124.1802
30.01.2020 06:30:00.000 GMT+0530,0.67408,0.67446,0.67369,0.67433,3751.02
30.01.2020 07:30:00.000 GMT+0530,0.67433,0.67454,0.67326,0.67349,3987.0601
30.01.2020 08:30:00.000 GMT+0530,0.67349,0.67381,0.67309,0.67352,3346.29
30.01.2020 09:30:00.000 GMT+0530,0.67352,0.67386,0.67312,0.67373,2577.45
30.01.2020 10:30:00.000 GMT+0530,0.67372,0.67389,0.67316,0.67363,3148.79
30.01.2020 11:30:00.000 GMT+0530,0.67363,0.67395,0.67335,0.67337,2912.47
30.01.2020 12:30:00.000 GMT+0530,0.67337,0.67354,0.67215,0.67257,4784.2402
30.01.2020 13:30:00.000 GMT+0530,0.67255,0.67326,0.67227,0.67321,4884.5298
30.01.2020 14:30:00.000 GMT+0530,0.67320,0.67354,0.67276,0.67312,4209.6099
30.01.2020 15:30:00.000 GMT+0530,0.67312,0.67340,0.67270,0.67313,2943.4199
30.01.2020 16:30:00.000 GMT+0530,0.67312,0.67312,0.67248,0.67306,2488.0901
30.01.2020 17:30:00.000 GMT+0530,0.67306,0.67317,0.67207,0.67214,4068.23
30.01.2020 18:30:00.000 GMT+0530,0.67212,0.67274,0.67147,0.67185,6397.8198
30.01.2020 19:30:00.000 GMT+0530,0.67185,0.67192,0.67053,0.67070,6842.3799
30.01.2020 20:30:00.000 GMT+0530,0.67071,0.67096,0.66997,0.67044,6972.8599
30.01.2020 21:30:00.000 GMT+0530,0.67045,0.67174,0.67029,0.67144,4287.8101
30.01.2020 22:30:00.000 GMT+0530,0.67143,0.67150,0.67032,0.67060,3299.48
30.01.2020 23:30:00.000 GMT+0530,0.67059,0.67101,0.67058,0.67079,2025.59
31.01.2020 00:30:00.000 GMT+0530,0.67079,0.67150,0.67058,0.67092,6671.7798
31.01.2020 01:30:00.000 GMT+0530,0.67092,0.67215,0.67091,0.67212,4418.8198
31.01.2020 02:30:00.000 GMT+0530,0.67211,0.67231,0.67193,0.67204,1490.15
31.01.2020 03:30:00.000 GMT+0530,0.67205,0.67223,0.67165,0.67174,1264.4
31.01.2020 04:30:00.000 GMT+0530,0.67175,0.67184,0.67051,0.67052,2341.72
31.01.2020 05:30:00.000 GMT+0530,0.67051,0.67215,0.67051,0.67205,3741.6001
31.01.2020 06:30:00.000 GMT+0530,0.67204,0.67294,0.67102,0.67142,5766.8301
31.01.2020 07:30:00.000 GMT+0530,0.67142,0.67210,0.67131,0.67134,4236.0298
31.01.2020 08:30:00.000 GMT+0530,0.67136,0.67144,0.67096,0.67124,2624.4199
31.01.2020 09:30:00.000 GMT+0530,0.67125,0.67226,0.67115,0.67221,2603.5601
31.01.2020 10:30:00.000 GMT+0530,0.67220,0.67237,0.67170,0.67199,2469.1001
31.01.2020 11:30:00.000 GMT+0530,0.67197,0.67197,0.67123,0.67150,2093.52
31.01.2020 12:30:00.000 GMT+0530,0.67151,0.67171,0.67089,0.67097,3002.77
31.01.2020 13:30:00.000 GMT+0530,0.67095,0.67099,0.66947,0.66958,4275.0698
31.01.2020 14:30:00.000 GMT+0530,0.66957,0.66987,0.66840,0.66885,4966.0801
31.01.2020 15:30:00.000 GMT+0530,0.66884,0.66950,0.66825,0.66915,3889.8601
31.01.2020 16:30:00.000 GMT+0530,0.66915,0.66963,0.66899,0.66916,2714.6699
31.01.2020 17:30:00.000 GMT+0530,0.66916,0.67015,0.66906,0.67010,2878.78
31.01.2020 18:30:00.000 GMT+0530,0.67009,0.67037,0.66959,0.67027,4009.1101
31.01.2020 19:30:00.000 GMT+0530,0.67027,0.67058,0.66913,0.66998,5353.7002
31.01.2020 20:30:00.000 GMT+0530,0.66998,0.66999,0.66868,0.66941,8099.6001
31.01.2020 21:30:00.000 GMT+0530,0.66939,0.67026,0.66915,0.66979,7674.4399
31.01.2020 22:30:00.000 GMT+0530,0.66979,0.67000,0.66887,0.66970,4263.6499
31.01.2020 23:30:00.000 GMT+0530,0.66969,0.66975,0.66872,0.66910,2811.8999
01.02.2020 00:30:00.000 GMT+0530,0.66909,0.66969,0.66879,0.66964,4617.8501
01.02.2020 01:30:00.000 GMT+0530,0.66964,0.66964,0.66912,0.66932,3747.3401
01.02.2020 02:30:00.000 GMT+0530,0.66931,0.66947,0.66848,0.66850,2258.8999
01.02.2020 03:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 04:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 05:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 06:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 07:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 08:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 09:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 10:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 11:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 12:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 13:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 14:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 15:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 16:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 17:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 18:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 19:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 20:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 21:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 22:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
01.02.2020 23:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 00:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 01:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 02:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 03:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 04:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 05:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 06:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 07:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 08:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 09:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 10:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 11:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 12:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 13:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 14:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 15:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 16:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 17:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 18:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 19:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 20:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 21:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 22:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 23:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
03.02.2020 00:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
03.02.2020 01:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
03.02.2020 02:30:00.000 GMT+0530,0.66850,0.66850,0.66850,0.66850,0
03.02.2020 03:30:00.000 GMT+0530,0.66834,0.66875,0.66832,0.66841,1873.89
03.02.2020 04:30:00.000 GMT+0530,0.66844,0.66953,0.66836,0.66924,5000.3198
03.02.2020 05:30:00.000 GMT+0530,0.66921,0.67038,0.66885,0.66998,4495.4102
03.02.2020 06:30:00.000 GMT+0530,0.66999,0.67051,0.66914,0.66982,10001.3096
03.02.2020 07:30:00.000 GMT+0530,0.66982,0.66993,0.66833,0.66902,6582.5698
03.02.2020 08:30:00.000 GMT+0530,0.66902,0.66931,0.66862,0.66929,3009.0901
03.02.2020 09:30:00.000 GMT+0530,0.66930,0.66985,0.66916,0.66948,1670.5699
03.02.2020 10:30:00.000 GMT+0530,0.66948,0.67042,0.66945,0.67025,2942.72
03.02.2020 11:30:00.000 GMT+0530,0.67025,0.67037,0.66959,0.67010,2502.26
03.02.2020 12:30:00.000 GMT+0530,0.67010,0.67066,0.66983,0.66998,4837.27
03.02.2020 13:30:00.000 GMT+0530,0.66999,0.67012,0.66898,0.66922,5045.8799
03.02.2020 14:30:00.000 GMT+0530,0.66922,0.66977,0.66856,0.66974,4404.1099
03.02.2020 15:30:00.000 GMT+0530,0.66974,0.66987,0.66896,0.66917,4244.6401
03.02.2020 16:30:00.000 GMT+0530,0.66919,0.66986,0.66917,0.66984,5280.4102
03.02.2020 17:30:00.000 GMT+0530,0.66983,0.67040,0.66965,0.66998,2639.0701
03.02.2020 18:30:00.000 GMT+0530,0.66998,0.67020,0.66952,0.66958,2805.53
03.02.2020 19:30:00.000 GMT+0530,0.66958,0.67029,0.66925,0.67017,4171.04
03.02.2020 20:30:00.000 GMT+0530,0.67019,0.67067,0.66886,0.66937,6474.48
03.02.2020 21:30:00.000 GMT+0530,0.66936,0.66979,0.66833,0.66868,4546.9399
03.02.2020 22:30:00.000 GMT+0530,0.66868,0.66891,0.66835,0.66878,2451.9099
03.02.2020 23:30:00.000 GMT+0530,0.66879,0.66914,0.66877,0.66910,1491.89
04.02.2020 00:30:00.000 GMT+0530,0.66911,0.66914,0.66869,0.66874,1919.38
04.02.2020 01:30:00.000 GMT+0530,0.66874,0.66898,0.66866,0.66880,1770.91
04.02.2020 02:30:00.000 GMT+0530,0.66879,0.66927,0.66878,0.66905,1000.32
04.02.2020 03:30:00.000 GMT+0530,0.66907,0.66925,0.66884,0.66892,664.98
04.02.2020 04:30:00.000 GMT+0530,0.66891,0.66925,0.66877,0.66893,1583.52
04.02.2020 05:30:00.000 GMT+0530,0.66893,0.66913,0.66823,0.66850,2945.0801
04.02.2020 06:30:00.000 GMT+0530,0.66853,0.66959,0.66784,0.66931,6652.0898
04.02.2020 07:30:00.000 GMT+0530,0.66932,0.66932,0.66847,0.66876,3830.2
04.02.2020 08:30:00.000 GMT+0530,0.66875,0.67245,0.66830,0.67149,9252.7803
04.02.2020 09:30:00.000 GMT+0530,0.67149,0.67235,0.67128,0.67178,3867.4299
04.02.2020 10:30:00.000 GMT+0530,0.67178,0.67203,0.67126,0.67153,3607.5601
04.02.2020 11:30:00.000 GMT+0530,0.67153,0.67260,0.67147,0.67242,3322.24
04.02.2020 12:30:00.000 GMT+0530,0.67242,0.67244,0.67127,0.67143,4537.2798
04.02.2020 13:30:00.000 GMT+0530,0.67142,0.67316,0.67118,0.67202,5712.1499
04.02.2020 14:30:00.000 GMT+0530,0.67201,0.67205,0.67064,0.67085,4011.9399
04.02.2020 15:30:00.000 GMT+0530,0.67085,0.67164,0.67055,0.67091,3341.21
04.02.2020 16:30:00.000 GMT+0530,0.67091,0.67165,0.67052,0.67142,2726.6001
04.02.2020 17:30:00.000 GMT+0530,0.67141,0.67236,0.67133,0.67231,3831.77
04.02.2020 18:30:00.000 GMT+0530,0.67232,0.67247,0.67168,0.67208,4156.6201
04.02.2020 19:30:00.000 GMT+0530,0.67208,0.67335,0.67208,0.67321,5188.5698
04.02.2020 20:30:00.000 GMT+0530,0.67320,0.67331,0.67238,0.67265,4649.9399
04.02.2020 21:30:00.000 GMT+0530,0.67264,0.67333,0.67254,0.67310,3398.2
04.02.2020 22:30:00.000 GMT+0530,0.67313,0.67379,0.67311,0.67352,2836.97
04.02.2020 23:30:00.000 GMT+0530,0.67353,0.67389,0.67326,0.67337,1723.0699
05.02.2020 00:30:00.000 GMT+0530,0.67337,0.67369,0.67324,0.67361,1676.3
05.02.2020 01:30:00.000 GMT+0530,0.67360,0.67382,0.67343,0.67379,1584.33
05.02.2020 02:30:00.000 GMT+0530,0.67378,0.67415,0.67355,0.67382,1892.41
05.02.2020 03:30:00.000 GMT+0530,0.67371,0.67416,0.67365,0.67397,1094.02
05.02.2020 04:30:00.000 GMT+0530,0.67395,0.67397,0.67306,0.67307,1829.75
05.02.2020 05:30:00.000 GMT+0530,0.67309,0.67374,0.67302,0.67319,3747.1899
05.02.2020 06:30:00.000 GMT+0530,0.67319,0.67434,0.67234,0.67432,6773.6201
05.02.2020 07:30:00.000 GMT+0530,0.67432,0.67448,0.67328,0.67352,5224.2798
05.02.2020 08:30:00.000 GMT+0530,0.67352,0.67381,0.67327,0.67378,2822.0901
05.02.2020 09:30:00.000 GMT+0530,0.67381,0.67392,0.67348,0.67370,1333.9399
05.02.2020 10:30:00.000 GMT+0530,0.67370,0.67382,0.67344,0.67362,2306.3501
05.02.2020 11:30:00.000 GMT+0530,0.67363,0.67408,0.67348,0.67367,2256.8899
05.02.2020 12:30:00.000 GMT+0530,0.67367,0.67437,0.67354,0.67400,3216.53
05.02.2020 13:30:00.000 GMT+0530,0.67400,0.67628,0.67356,0.67597,7970.9199
05.02.2020 14:30:00.000 GMT+0530,0.67598,0.67738,0.67574,0.67708,7644.79
05.02.2020 15:30:00.000 GMT+0530,0.67707,0.67719,0.67647,0.67668,3204.77
05.02.2020 16:30:00.000 GMT+0530,0.67669,0.67695,0.67531,0.67572,5012.3901
05.02.2020 17:30:00.000 GMT+0530,0.67572,0.67663,0.67543,0.67638,3351.74
05.02.2020 18:30:00.000 GMT+0530,0.67639,0.67706,0.67593,0.67696,5368.96
05.02.2020 19:30:00.000 GMT+0530,0.67696,0.67711,0.67521,0.67544,6123.6602
05.02.2020 20:30:00.000 GMT+0530,0.67546,0.67571,0.67412,0.67444,7392.3999
05.02.2020 21:30:00.000 GMT+0530,0.67447,0.67538,0.67436,0.67474,3760.5901
05.02.2020 22:30:00.000 GMT+0530,0.67474,0.67480,0.67439,0.67443,1617.24
05.02.2020 23:30:00.000 GMT+0530,0.67443,0.67469,0.67437,0.67461,1513.1801
06.02.2020 00:30:00.000 GMT+0530,0.67461,0.67463,0.67418,0.67445,1307.34
06.02.2020 01:30:00.000 GMT+0530,0.67446,0.67460,0.67437,0.67440,1825.73
06.02.2020 02:30:00.000 GMT+0530,0.67440,0.67466,0.67440,0.67460,1018.01
06.02.2020 03:30:00.000 GMT+0530,0.67457,0.67494,0.67457,0.67457,1132.75
06.02.2020 04:30:00.000 GMT+0530,0.67460,0.67521,0.67458,0.67511,1508.9399
06.02.2020 05:30:00.000 GMT+0530,0.67511,0.67613,0.67434,0.67534,4061.28
06.02.2020 06:30:00.000 GMT+0530,0.67534,0.67623,0.67492,0.67529,5335.8999
06.02.2020 07:30:00.000 GMT+0530,0.67528,0.67575,0.67474,0.67493,2481.47
06.02.2020 08:30:00.000 GMT+0530,0.67494,0.67553,0.67485,0.67516,2490.8101
06.02.2020 09:30:00.000 GMT+0530,0.67516,0.67648,0.67513,0.67588,3931.55
06.02.2020 10:30:00.000 GMT+0530,0.67589,0.67608,0.67563,0.67584,3014.97
06.02.2020 11:30:00.000 GMT+0530,0.67585,0.67610,0.67548,0.67550,2635.6899
06.02.2020 12:30:00.000 GMT+0530,0.67552,0.67555,0.67480,0.67503,2722.74
06.02.2020 13:30:00.000 GMT+0530,0.67504,0.67524,0.67439,0.67487,3264.8899
06.02.2020 14:30:00.000 GMT+0530,0.67488,0.67508,0.67380,0.67415,4550.1099
06.02.2020 15:30:00.000 GMT+0530,0.67415,0.67480,0.67412,0.67427,3101.7
06.02.2020 16:30:00.000 GMT+0530,0.67427,0.67498,0.67426,0.67487,2283.6201
06.02.2020 17:30:00.000 GMT+0530,0.67487,0.67581,0.67481,0.67560,2474.3701
06.02.2020 18:30:00.000 GMT+0530,0.67560,0.67579,0.67526,0.67543,2870.1499
06.02.2020 19:30:00.000 GMT+0530,0.67542,0.67547,0.67412,0.67417,4017.48
06.02.2020 20:30:00.000 GMT+0530,0.67418,0.67435,0.67302,0.67371,5642.1899
06.02.2020 21:30:00.000 GMT+0530,0.67370,0.67438,0.67326,0.67369,3695.4299
06.02.2020 22:30:00.000 GMT+0530,0.67369,0.67388,0.67358,0.67374,1810.53
06.02.2020 23:30:00.000 GMT+0530,0.67374,0.67393,0.67343,0.67346,1717.49
07.02.2020 00:30:00.000 GMT+0530,0.67346,0.67347,0.67293,0.67300,1750.4399
07.02.2020 01:30:00.000 GMT+0530,0.67300,0.67330,0.67273,0.67286,1748.16
07.02.2020 02:30:00.000 GMT+0530,0.67285,0.67311,0.67266,0.67280,1042.91
07.02.2020 03:30:00.000 GMT+0530,0.67281,0.67337,0.67278,0.67317,794.24
07.02.2020 04:30:00.000 GMT+0530,0.67319,0.67360,0.67305,0.67309,1368.15
07.02.2020 05:30:00.000 GMT+0530,0.67310,0.67310,0.67133,0.67200,3413.8401
07.02.2020 06:30:00.000 GMT+0530,0.67200,0.67218,0.67130,0.67171,5653.79
07.02.2020 07:30:00.000 GMT+0530,0.67170,0.67232,0.67117,0.67137,4041.5601
07.02.2020 08:30:00.000 GMT+0530,0.67137,0.67212,0.67135,0.67201,2545.1699
07.02.2020 09:30:00.000 GMT+0530,0.67200,0.67222,0.67162,0.67164,1380.3101
07.02.2020 10:30:00.000 GMT+0530,0.67165,0.67203,0.67140,0.67173,1885.5699
07.02.2020 11:30:00.000 GMT+0530,0.67174,0.67237,0.67144,0.67210,2935.05
07.02.2020 12:30:00.000 GMT+0530,0.67210,0.67215,0.67036,0.67041,3923.3899
07.02.2020 13:30:00.000 GMT+0530,0.67042,0.67065,0.66937,0.66977,4773.02
07.02.2020 14:30:00.000 GMT+0530,0.66980,0.66995,0.66829,0.66830,3439.71
07.02.2020 15:30:00.000 GMT+0530,0.66829,0.66871,0.66718,0.66783,3979.5601
07.02.2020 16:30:00.000 GMT+0530,0.66783,0.66851,0.66773,0.66831,3097.21
07.02.2020 17:30:00.000 GMT+0530,0.66832,0.66852,0.66817,0.66842,2046.92
07.02.2020 18:30:00.000 GMT+0530,0.66842,0.66843,0.66736,0.66744,6260.02
07.02.2020 19:30:00.000 GMT+0530,0.66745,0.66754,0.66619,0.66708,7449.52
07.02.2020 20:30:00.000 GMT+0530,0.66708,0.66891,0.66705,0.66861,6079.77
07.02.2020 21:30:00.000 GMT+0530,0.66861,0.66887,0.66757,0.66778,3357.96
07.02.2020 22:30:00.000 GMT+0530,0.66778,0.66791,0.66749,0.66760,1888.99
07.02.2020 23:30:00.000 GMT+0530,0.66760,0.66806,0.66736,0.66740,1880.5699
08.02.2020 00:30:00.000 GMT+0530,0.66741,0.66773,0.66730,0.66767,1654.26
08.02.2020 01:30:00.000 GMT+0530,0.66767,0.66775,0.66735,0.66770,2095.46
08.02.2020 02:30:00.000 GMT+0530,0.66769,0.66786,0.66705,0.66707,2185.53
08.02.2020 03:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 04:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 05:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 06:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 07:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 08:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 09:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 10:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 11:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 12:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 13:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 14:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 15:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 16:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 17:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 18:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 19:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 20:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 21:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 22:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
08.02.2020 23:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
09.02.2020 00:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
09.02.2020 01:30:00.000 GMT+0530,0.66707,0.66707,0.66707,0.66707,0
